Nama,Singkatan,Jenis,Status,Kabupaten,Provinsi,Akreditasi,Jumlah Prodi,Persentase Kelulusan,Rentang Biaya / Semester
Sekolah Tinggi Teologi Real Batam,STT Real Batam,Agama,Aktif,Kota Batam,Prov. Kepulauan Riau,Baik,7,,
STIT Al-Anshar Tanjung Selor Bulungan,STIT Al-Anshar Tanjung Selor,Agama,Aktif,Kab. Bulungan,Prov. Kalimantan Utara,Baik,2,,Rp2.600.000 - 2.600.000
IAIN Mataram,IAIN Mataram,Agama,Alih Bentuk,Kota Mataram,Prov. Nusa Tenggara Barat,Tidak Terakreditasi,26,,
Universitas PTIQ Jakarta,UPJ,Agama,Aktif,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,B,15,,Rp100.000 - 5.860.000
Sekolah Tinggi Teologi Jakarta,STT Jakarta,Agama,Aktif,Tidak Diisi,Prov. D.K.I. Jakarta,Tidak Terakreditasi,4,,
Sekolah Tinggi Teologi Injil Bhakti Caraka Batam,STT Injil Bhakti Caraka Batam,Agama,Aktif,Kota Batam,Prov. Kepulauan Riau,Baik,2,,Rp4.800.000 - 6.600.000
Institut Agama Islam Suryani Thaher,IAI Suryani Thaher,Agama,Aktif,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Terakreditasi Pertama,4,,
"STAI Serdang Lubuk Pakam, Sumatera Utara",STAI Serdang Lubuk Pakam,Agama,Aktif,Kab. Deli Serdang,Prov. Sumatera Utara,Baik,2,,Rp1.500.000 - 1.500.000
Sekolah Tinggi Agama Buddha Maitreyawira,STAB Maitreyawira,Agama,Aktif,Kota Pekanbaru,Prov. Riau,Terakreditasi,2,,
Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur,IAI Tarbiyatut Tholabah Lamongan,Agama,Aktif,Kab. Lamongan,Prov. Jawa Timur,Terakreditasi,10,,Rp220.000 - 2.500.000
"STIT YPI Al-Yaqin Muaro Sijunjung, Sawahlunto",STIT YPI Al-Yaqin Muaro,Agama,Aktif,Kab. Sawahlunto/ Sijunjung,Prov. Sumatera Barat,Baik,1,,Rp1.700.000 - 1.700.000
Sekolah Tinggi Teologi Erikson Tritt,STT Erikson Tritt,Agama,Aktif,Kab. Manokwari,Prov. Papua Barat,Baik,6,,Rp1 - 3.820.000
Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung,IAI Ma'arif NU IAIMNU Metro,Agama,Alih Bentuk,Kota Metro,Prov. Lampung,Baik Sekali,14,,
STAK Negeri Kupang,STAK Negeri Kupang,Agama,Alih Bentuk,Kota Kupang,Prov. Nusa Tenggara Timur,Tidak Terakreditasi,6,,
STAIN Parepare,STAIN Parepare,Agama,Alih Bentuk,Kota Pare-Pare,Prov. Sulawesi Selatan,Tidak Terakreditasi,31,,
Sekolah Tinggi Ilmu Tarbiyah Makrifatul Ilmi Bengkulu Selatan,STITMIBS,Agama,Aktif,Kab. Bengkulu Selatan,Prov. Bengkulu,Baik,2,,
Sekolah Tinggi Agama Islam Nurul Huda Masykuriah Malang,STAI Nurul Huda Masykuriah Malang,Agama,Aktif,Kab. Malang,Prov. Jawa Timur,Tidak Terakreditasi,2,,
Institut Ummul Quro Al-Islami Bogor Jawa Barat,IUQAIBJB,Agama,Aktif,Kab. Bogor,Prov. Jawa Barat,Baik,11,,
Sekolah Tinggi Ilmu Tarbiyah Serdang Bedagai,STITSB,Agama,Aktif,Kab. Serdang Bedagai,Prov. Sumatera Utara,Baik,1,13.75 %,
STAI Hubbulwathan Duri,STAI Hubbulwathan Duri,Agama,Aktif,Kab. Bengkalis,Prov. Riau,Terakreditasi,4,50.97 %,Rp300.000 - 4.200.000
IAIN Manado,IAIN Manado,Agama,Aktif,Kota Manado,Prov. Sulawesi Utara,Unggul,23,,Rp400.000 - 11.750.000
Sekolah Tinggi Teologi Presbyterian Shema,STT Presbyterian Shema,Agama,Aktif,Kab. Cianjur,Prov. Jawa Barat,Baik,1,41.28 %,
STAI Baitul Arqom Al-Islami Ciparay Bandung,STAI Baitul Arqom Al-Islami,Agama,Aktif,Kab. Bandung,Prov. Jawa Barat,Baik,3,,Rp2.500.000 - 2.500.000
Institut Agama Islam Togo Ambarsari Bondowoso,IAI Togo Ambarsari Bondowoso,Agama,Aktif,Kab. Bondowoso,Prov. Jawa Timur,Tidak Terakreditasi,5,,
STAI Muhammadiyah Garut,STAI Muhammadiyah Garut,Agama,Aktif,Kab. Garut,Prov. Jawa Barat,Terakreditasi,2,,
Sekolah Tinggi Teologi Immanuel Sintang Kal-bar,STT Immanuel Sintang Kal-bar,Agama,Aktif,Kab. Sintang,Prov. Kalimantan Barat,Baik,2,,Rp2.700.000 - 2.700.000
STAI Ibnu Sina Batam,STAI Ibnu Sina Batam,Agama,Aktif,Kota Batam,Prov. Kepulauan Riau,Baik Sekali,5,42.61 %,
STAIN Bengkalis,STAIN Bengkalis,Agama,Alih Bentuk,Kab. Bengkalis,Prov. Riau,Baik,15,,Rp400.000 - 2.400.000
Sekolah Tinggi Agama Hindu Negeri Tampung Penyang Palangka Raya,STAHN Tampung Penyang Palangka,Agama,Alih Bentuk,Kota Palangka Raya,Prov. Kalimantan Tengah,Tidak Terakreditasi,11,15.11 %,
Sekolah Tinggi Agama Islam Perguruan Tinggi Ilmu Al-Qur'an (STAI-PTIQ) Aceh,STAI Perguruan Tinggi Ilmu Al-Qur'an,Agama,Aktif,Kab. Aceh Jaya,Prov. Aceh,Tidak Terakreditasi,5,48.95 %,Rp1.000.000 - 2.000.000
Institut Agama Islam Nusantara,IAI Nusantara,Agama,Aktif,Kab. Bekasi,Prov. Jawa Barat,Tidak Terakreditasi,5,27.41 %,
STAI Miftahul Huda Pamanukan Subang,STAI Miftahul Huda Pamanukan,Agama,Alih Bentuk,Kab. Subang,Prov. Jawa Barat,Baik,6,,Rp3.600.000 - 3.600.000
STAK Negeri Toraja,STAK Negeri Toraja,Agama,Alih Bentuk,Kab. Tana Toraja,Prov. Sulawesi Selatan,Baik,11,,
Sekolah Tinggi Ekonomi Bisnis Islam Syari'ah Bina Mandiri Cileungsi Bogor,STEBISABMCB,Agama,Aktif,Kab. Bogor,Prov. Jawa Barat,Baik,4,,Rp1.650.000 - 9.400.000
Sekolah Tinggi Ilmu Adab dan Budaya Islam Riyadul 'Ulum,STIABIRU,Agama,Alih Bentuk,Kota Tasikmalaya,Prov. Jawa Barat,Baik,3,,
Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Pagaralam,STEBISP,Agama,Alih Bentuk,Kota Pagar Alam,Prov. Sumatera Selatan,Baik,2,,Rp1.300.000 - 1.300.000
STAI Darussalam Lampung,STAI Darussalam,Agama,Aktif,Kab. Lampung Timur,Prov. Lampung,Baik,5,48.80 %,Rp2.000.000 - 10.000.000
STIT Madina Sragen,STIT Madina Sragen,Agama,Aktif,Kab. Sragen,Prov. Jawa Tengah,Terakreditasi,3,,
Sekolah Tinggi Agama Islam Negeri Mandailing Natal,STAIN Mandailing Natal,Agama,Aktif,Kab. Mandailing Natal,Prov. Sumatera Utara,Baik Sekali,20,,
Sekolah Tinggi Agama Islam Daruttaqwa Manyar Gresik,STAI Daruttaqwa Manyar Gresik,Agama,Alih Bentuk,Kab. Gresik,Prov. Jawa Timur,Baik,6,,
STAI Muhammadiyah Sinjai,STAI Muhammadiyah Sinjai,Agama,Alih Bentuk,Kab. Sinjai,Prov. Sulawesi Selatan,Tidak Terakreditasi,8,,
STT Kadesi Kalimantan,STT Kadesi,Agama,Aktif,Kab. Sintang,Prov. Kalimantan Barat,Tidak Terakreditasi,1,,
Sekolah Tinggi Teologi Kalvari Manado,STT Kalvari Manado,Agama,Aktif,Kota Manado,Prov. Sulawesi Utara,Tidak Terakreditasi,2,,
Universitas Islam Negeri Sultanah Nahrasiyah Lhokseumawe,UIN Sultanah Nahrasiyah Lhokseumawe,Agama,Aktif,Kota Lhokseumawe,Prov. Aceh,Unggul,27,,
Sekolah Tinggi Teologi Reformed Injili Internasional,STT Reformed Injili Internasional,Agama,Aktif,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik Sekali,3,,Rp200.000 - 10.000.000
STIT Raden Wijaya Mojokerto,STIT Raden Wijaya Mojokerto,Agama,Aktif,Kota Mojokerto,Prov. Jawa Timur,Tidak Terakreditasi,1,,Rp2.000.000 - 2.000.000
Sekolah Tinggi Ekonomi Syari'ah Bhakti Nugraha,STESABN,Agama,Aktif,Kota Tangerang,Prov. Banten,Baik,1,,Rp3.000.000 - 3.000.000
Sekolah Tinggi Teologi Cianjur,STT Cianjur,Agama,Aktif,Kab. Cianjur,Prov. Jawa Barat,Baik,2,,Rp3.000.000 - 3.000.000
Sekolah Tinggi Agama Kristen Negeri Mesias Sorong,STAKN Mesias Sorong,Agama,Aktif,Kota Sorong,Prov. Papua Barat,Tidak Terakreditasi,4,,
Sekolah Tinggi Ilmu Tarbiyah Ar-Raudlatul Hasanah Medan Sumatera Utara,STITARHMSU,Agama,Aktif,Kota Medan,Prov. Sumatera Utara,Baik,2,,
STT Permata Bangsa Barito,STT Permata Bangsa Barito,Agama,Aktif,Kab. Barito Timur,Prov. Kalimantan Tengah,Baik,3,,
STT Indonesia Manado (STTI Manado),STTI Manado,Agama,Aktif,Kota Manado,Prov. Sulawesi Utara,Baik,3,,
STAI YAMISA Soreang,STAI YAMISA Soreang,Agama,Aktif,Kab. Bandung,Prov. Jawa Barat,Baik Sekali,3,,Rp1.500.000 - 2.000.000
Sekolah Tinggi Agama Kristen Kupang Provinsi Nusa Tenggara Timur,STAK Kupang,Agama,Aktif,Kota Kupang,Prov. Nusa Tenggara Timur,Baik,2,,Rp900.000 - Rp900.000
STT Pelita Hati,STT Pelita Hati,Agama,Aktif,Kota Denpasar,Prov. Bali,Tidak Terakreditasi,4,,Rp3.500.000 - 3.500.000
STAI As-Sunnah Deli Serdang Sumatera Utara,STAI As-Sunnah Deli Serdang,Agama,Aktif,Kab. Deli Serdang,Prov. Sumatera Utara,B,7,,Rp2.000.000 - 4.000.000
Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep,IIKAIGGS,Agama,Alih Bentuk,Kab. Sumenep,Prov. Jawa Timur,Tidak Terakreditasi,11,,Rp2.450.000 - 2.850.000
Sekolah Tinggi Ilmu Islam dan Bahasa Arab (STIBA) Makassar,STIIBASM,Agama,Alih Bentuk,Kota Makassar,Prov. Sulawesi Selatan,Baik,4,34.57 %,Rp90.000 - 11.535.000
Institut Islam Mamba'ul Ulum Jambi,IIMUUJ,Agama,Alih Bentuk,Kota Jambi,Prov. Jambi,Baik,8,,
Sekolah Tinggi Agama Islam (STAI) Poso,STAI STAI Poso,Agama,Aktif,Kab. Poso,Prov. Sulawesi Tengah,Tidak Terakreditasi,2,,Rp1.250.000 - 1.250.000
Sekolah Tinggi Ilmu Tarbiyah Bandung,STITB,Agama,Aktif,Kab. Bandung,Prov. Jawa Barat,Tidak Terakreditasi,1,,
"STAI Pancawahana (STAIPANA) Bangil, Pasuruan",STAI Pancawahana STAIPANA Bangil,Agama,Alih Bentuk,Kab. Pasuruan,Prov. Jawa Timur,Tidak Terakreditasi,6,,
Sekolah Tinggi Ilmu Syari'ah (STIS) Muhammadiyah Pringsewu,STISASMP,Agama,Alih Bentuk,Kab. Pringsewu,Prov. Lampung,Tidak Terakreditasi,1,,
Sekolah Tinggi Teologi Saint Paul Bandung,STT Saint Paul Bandung,Agama,Aktif,Kota Cimahi,Prov. Jawa Barat,Baik,1,,Rp2.925.000 - 3.150.000
Sekolah Tinggi Agama Kristen Maluku Utara,STAK Maluku,Agama,Aktif,Kab. halmahera Utara,Prov. Maluku Utara,Tidak Terakreditasi,5,,
Sekolah Tinggi Agama Kristen Arastamar Asmat,STAK Arastamar Asmat,Agama,Aktif,Kab. Asmat,Prov. Papua,Tidak Terakreditasi,2,29.17 %,
Sekolah Tinggi Ilmu Tarbiyah Syamsuddhuha Aceh Utara Banda Aceh,STITSAUBA,Agama,Aktif,Kab. Aceh Utara,Prov. Aceh,Baik Sekali,2,41.70 %,Rp2.400.000 - 2.400.000
STIT Al Falah,STIT Al Falah,Agama,Pembinaan,Tidak Diisi,Prov. Jambi,Tidak Terakreditasi,1,48.28 %,
STT Injili Philadelphia Tangerang,STT Injili Philadelphia Tangerang,Agama,Aktif,Kab. Tangerang,Prov. Banten,Baik,4,51.25 %,
Institut Agama Hindu Negeri Tampung Penyang Palangka Raya,IAHN Tampung Penyang Palangka,Agama,Aktif,Kota Palangka Raya,Prov. Kalimantan Tengah,Tidak Terakreditasi,16,42.15 %,
Sekolah Tinggi Agama Islam Syekh Jangkung,STAI Syekh Jangkung,Agama,Aktif,Kab. Pati,Prov. Jawa Tengah,Baik,3,36.31 %,Rp50.000 - 150.000
Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,STDIISIJ,Agama,Aktif,Kab. Jember,Prov. Jawa Timur,Baik,4,,
"STAI Darul Ulum Kandangan, Kalimantan Selatan",STAI Darul Ulum Kandangan,Agama,Alih Bentuk,Tidak Diisi,Prov. Kalimantan Selatan,Baik,8,43.12 %,
STAI Miftahul Huda Al-Azhar Banjar,STAI Miftahul Huda Al-Azhar,Agama,Alih Bentuk,Kota Banjar,Prov. Jawa Barat,Baik,4,20.31 %,Rp150.000 - 9.650.000
Sekolah Tinggi Teologi Basom,STT Basom,Agama,Aktif,Kota Batam,Prov. Kepulauan Riau,Tidak Terakreditasi,5,43.19 %,
Universitas Kiai Abdullah Faqih Gresik,UKAFG,Agama,Aktif,Kab. Gresik,Prov. Jawa Timur,Terakreditasi,10,51.47 %,Rp500.000 - 5.000.000
Sekolah Tinggi Agama Islam KH. Muhammad Ali Shodiq,STAI KH Muhammad Ali Shodiq,Agama,Aktif,Kab. Tulungagung,Prov. Jawa Timur,Baik,6,46.80 %,
STEI Hamzar Lombok Timur,STEI Hamzar Lombok,Agama,Aktif,Kab. Lombok Timur,Prov. Nusa Tenggara Barat,Baik,2,56.79 %,
"STAI Bahrul Ulum Tambakberas, Jombang",STAI Bahrul Ulum Tambakberas,Agama,Alih Bentuk,Kab. Jombang,Prov. Jawa Timur,Tidak Terakreditasi,3,,
Sekolah Tinggi Agama Islam Riyadul Ulum Condong,STAI Riyadul Ulum Condong,Agama,Aktif,Kota Tasikmalaya,Prov. Jawa Barat,Baik,3,,
Sekolah Tinggi Teologi Wesley Methodist Indonesia,STT Wesley Methodist Indonesia,Agama,Aktif,Kota Jakarta Barat,Prov. D.K.I. Jakarta,Baik,6,,Rp200.000 - 12.500.000
STT Anugerah Sinagoge Medan,STT Anugerah Sinagoge Medan,Agama,Aktif,Kota Medan,Prov. Sumatera Utara,Tidak Terakreditasi,3,13.45 %,Rp3.500.000 - 3.500.000
STAI Al-Muhajirin Purwakarta,STAI Al-Muhajirin Purwakarta,Agama,Aktif,Kab. Purwakarta,Prov. Jawa Barat,Baik,3,47.83 %,Rp1.600.000 - 1.600.000
Sekolah Tinggi Agama Islam Sirojul Falah Bogor,STAI Sirojul Falah Bogor,Agama,Aktif,Kab. Bogor,Prov. Jawa Barat,Tidak Terakreditasi,4,56.30 %,
STAIN Purwokerto,STAIN Purwokerto,Agama,Alih Bentuk,Kab. Banyumas,Prov. Jawa Tengah,Tidak Terakreditasi,14,54.43 %,
STAI Laa Roiba Bogor,STAI Laa Roiba Bogor,Agama,Alih Bentuk,Kab. Bogor,Prov. Jawa Barat,Tidak Terakreditasi,6,37.97 %,
"STIS Muhammadiyah Tolitoli, Sulawesi Tengah",STIS Muhammadiyah Tolitoli,Agama,Pembinaan,Kab. Toli-Toli,Prov. Sulawesi Tengah,Tidak Terakreditasi,1,15.12 %,
Institut KH Yazid Karimullah,IKYK,Agama,Aktif,Kab. Jember,Prov. Jawa Timur,Tidak Terakreditasi,5,48.64 %,
Sekolah Tinggi Ekonomi Islam (STEI) Hamfara Yogyakarta,STEISHY,Agama,Aktif,Kab. Bantul,Prov. D.I. Yogyakarta,Baik,2,35.95 %,Rp2.100.000 - 4.100.000
STT Tabut Elohim Langowan,STT Tabut Elohim Langowan,Agama,Aktif,Kab. Minahasa,Prov. Sulawesi Utara,Tidak Terakreditasi,2,,
Sekolah Tinggi Islam Kendal (STIK),STIK,Agama,Aktif,Kab. Kendal,Prov. Jawa Tengah,Baik,4,,
STAI Rawa Aopa Konawe Selatan,STAI Rawa Aopa Konawe,Agama,Alih Bentuk,Kab. Konawe Selatan,Prov. Sulawesi Tenggara,Baik,4,28.07 %,Rp1.000.000 - 1.200.000
Sekolah Tinggi Ilmu Tarbiyah al-Mathiriyah Muratara,STITAMM,Agama,Aktif,Kab. Musi Rawas Utara,Prov. Sumatera Selatan,Tidak Terakreditasi,3,53.44 %,Rp1.250.000 - 1.250.000
Sekolah Tinggi Ilmu Tarbiyah Tihamah Cirebon,STITTC,Agama,Alih Bentuk,Kab. Cirebon,Prov. Jawa Barat,Baik,5,64.62 %,
STAI Publisistik Thawalib Jakarta,STAI Publisistik Thawalib,Agama,Aktif,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Terakreditasi,4,,Rp2.300.000 - 2.400.000
Sekolah Tinggi Agama Islam Syubbanul Wathon Magelang,STAI Syubbanul Wathon Magelang,Agama,Alih Bentuk,Kab. Magelang,Prov. Jawa Tengah,Terakreditasi,5,43.89 %,
Institut Pesantren Mathaliul Falah Pati Jawa Tengah,IPMFPJT,Agama,Aktif,Kab. Pati,Prov. Jawa Tengah,Terakreditasi,10,,Rp2.300.000 - 5.000.000
Sekolah Tinggi Teologi Abdi Sabda Medan,STT Abdi Sabda Medan,Agama,Aktif,Kab. Deli Serdang,Prov. Sumatera Utara,Baik,3,24.68 %,Rp1.500.000 - 14.925.000
STT Makedonia Jakarta,STT Makedonia,Agama,Aktif,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Tidak Terakreditasi,1,,
STAI Al-Hidayah Bogor,STAI Al-Hidayah Bogor,Agama,Alih Bentuk,Kota Bogor,Prov. Jawa Barat,Baik Sekali,7,37.79 %,
Sekolah Tinggi Agama Buddha Maha Prajna Jakarta,STAB Maha Prajna,Agama,Aktif,Kota Jakarta Utara,Prov. D.K.I. Jakarta,Terakreditasi,2,,Rp1.200.000 - 2.500.000
Sekolah Tinggi Ekonomi Islam YPAM Cipanas,STEIYC,Agama,Aktif,Kab. Cianjur,Prov. Jawa Barat,Tidak Terakreditasi,1,18.23 %,
Sekolah Tinggi Ilmu Syariah (STIS) Nurud Dhalam,STISSND,Agama,Alih Bentuk,Kab. Sumenep,Prov. Jawa Timur,Tidak Terakreditasi,2,17.38 %,
STIE Syari`ah Al-Mujaddid,STIE Syari`ah Al-Mujaddid,Agama,Alih Bentuk,Kab. Tanjung Jabung Timur,Prov. Jambi,Tidak Terakreditasi,4,56.09 %,
STT Agape Indonesia Misi Internasional (AIMI),AIMI,Agama,Aktif,Kota Surakarta,Prov. Jawa Tengah,Baik,1,67.22 %,
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,UIN Sultan Maulana Hasanuddin,Agama,Aktif,Kota Serang,Prov. Banten,Unggul,42,,Rp1 - 10.560.000
Sekolah Tinggi Teologi Anderson Manado,STT Anderson Manado,Agama,Aktif,Kab. Minahasa Utara,Prov. Sulawesi Utara,Baik,1,20.80 %,Rp2.500.000 - 2.500.000
Sekolah Tinggi Teologi Elohim Indonesia,STT Elohim Indonesia,Agama,Aktif,Kab. Malang,Prov. Jawa Timur,Baik,1,63.24 %,Rp6.000.000 - 6.000.000
Sekolah Tinggi Ilmu Tarbiyah Agus Salim Metro Lampung,STITASML,Agama,Alih Bentuk,Kota Metro,Prov. Lampung,Tidak Terakreditasi,6,,
Sekolah Tinggi Agama Islam Nahdlatul Ulama Kepulauan Riau,STAI Nahdlatul Ulama,Agama,Aktif,Kota Tanjungpinang,Prov. Kepulauan Riau,Tidak Terakreditasi,3,55.59 %,
Sekolah Tinggi Teologi Baptis Independen Indonesia Purworejo,STT Baptis Independen Indonesia Purworejo,Agama,Aktif,Kab. Purworejo,Prov. Jawa Tengah,Baik,1,20.86 %,
Sekolah Tinggi Teologi Providensia,STT Providensia,Agama,Aktif,Kota Batu,Prov. Jawa Timur,Baik,3,37.27 %,
Institut Agama Islam (IAI) Bani Fattah Jombang,IAI IAI Bani Fattah Jombang,Agama,Aktif,Kab. Jombang,Prov. Jawa Timur,Baik,9,39.70 %,Rp1.850.000 - 3.500.000
"STAI YAPIS Takalar, Sulawesi Selatan",STAI YAPIS Takalar,Agama,Aktif,Kab. Takalar,Prov. Sulawesi Selatan,Terakreditasi,4,,Rp1.000.000 - 1.000.000
Sekolah Tinggi Agama Islam Sayid Mohammad Alawi Al Maliki,STAI Sayid Mohammad Alawi Al,Agama,Alih Bentuk,Kab. Bondowoso,Prov. Jawa Timur,Baik,6,20.32 %,
STAIN Palangkaraya,STAIN Palangkaraya,Agama,Alih Bentuk,Kota Palangka Raya,Prov. Kalimantan Tengah,Tidak Terakreditasi,21,,
Institut Madani Nusantara,IMN,Agama,Aktif,Kota Sukabumi,Prov. Jawa Barat,Baik,7,19.41 %,Rp1.000.000 - 1.000.000
Sekolah Tinggi Ilmu Bahasa Arab Darul Ulum Banyuanyar Pamekasan Jawa Timur,STIBADUBPJT,Agama,Alih Bentuk,Kab. Pamekasan,Prov. Jawa Timur,Tidak Terakreditasi,1,,
Sekolah Tinggi Ilmu Syariah Ukhuwah Sukoharjo,STISUS,Agama,Aktif,Kab. Sukoharjo,Prov. Jawa Tengah,Tidak Terakreditasi,2,40.42 %,
Universitas Uluwiyah Mojokerto,UUM,Agama,Aktif,Kab. Mojokerto,Prov. Jawa Timur,Tidak Terakreditasi,9,,
Sekolah Tinggi Agama Islam An-Nur Banyumas,STAI An-Nur Banyumas,Agama,Aktif,Kab. Banyumas,Prov. Jawa Tengah,Tidak Terakreditasi,2,49.54 %,
STIT Muhammadiyah Tempurejo Ngawi,STIT Muhammadiyah Tempurejo Ngawi,Agama,Aktif,Kab. Ngawi,Prov. Jawa Timur,Baik,6,62.58 %,Rp500.000 - 7.000.000
STAINU Kotabumi Lampung Utara,STAINU Kotabumi,Agama,Aktif,Kab. Lampung Utara,Prov. Lampung,Baik,4,62.66 %,Rp1.500.000 - 2.700.000
Sekolah Tinggi Ilmu Tarbiyah Nur Ahadiyah,STITNA,Agama,Aktif,Kab. Kotawaringin Barat,Prov. Kalimantan Tengah,Tidak Terakreditasi,2,44.43 %,
STIT Hamzah Fansuri Subulussalam Aceh,STIT Hamzah Fansuri Subulussalam,Agama,Aktif,Kab. Sabussalam,Prov. Aceh,Baik,2,,Rp500.000 - 1.000.000
Sekolah Tinggi Teologi Satyabhakti,STT Satyabhakti,Agama,Aktif,Kab. Malang,Prov. Jawa Timur,Baik,3,43.12 %,
STAI Luqman Al-Hakim (STAIL) Surabaya,STAI Luqman Al-Hakim STAIL,Agama,Aktif,Kota Surabaya,Prov. Jawa Timur,Baik,4,,Rp3.500.000 - 35.000.000
STAI Muhammadiyah Bandung,STAI Muhammadiyah Bandung,Agama,Alih Bentuk,Kota Bandung,Prov. Jawa Barat,Tidak Terakreditasi,5,,
STIT Dar Aswaja Rokan Hilir,STIT Dar Aswaja Rokan,Agama,Alih Bentuk,Kab. Rokan Hilir,Prov. Riau,Tidak Terakreditasi,6,52.63 %,
Institut Agama Islam An Nadwah Kuala Tungkal,IAI An Nadwah Kuala Tungkal,Agama,Alih Bentuk,Kab. Tanjung Jabung Barat,Prov. Jambi,Baik,8,70.49 %,Rp1.500.000 - 1.500.000
Universitas Islam Negeri Antasari Banjarmasin,UIN Antasari Banjarmasin,Agama,Aktif,Kota Banjarmasin,Prov. Kalimantan Selatan,Unggul,46,,Rp200.000 - 6.300.000
Sekolah Tinggi Agama Islam Daarut Tauhiid,STAI Daarut Tauhiid,Agama,Aktif,Kota Bandung,Prov. Jawa Barat,Baik,3,,Rp1.800.000 - 1.800.000
STIT Islamiyah Karya Pembangunan Paron Ngawi,STIT Islamiyah Karya Pembangunan,Agama,Aktif,Kab. Ngawi,Prov. Jawa Timur,Tidak Terakreditasi,4,,
Sekolah Tinggi Agama Kristen Diaspora Sorong,STAK Diaspora Sorong,Agama,Aktif,Kab. Sorong,Prov. Papua Barat,Tidak Terakreditasi,2,48.55 %,
STAI Nida El Adabi Parung Panjang Bogor,STAI Nida El Adabi,Agama,Alih Bentuk,Kab. Bogor,Prov. Jawa Barat,Tidak Terakreditasi,5,,Rp1.500.000 - 1.500.000
STIT PGRI Pasuruan,STIT PGRI Pasuruan,Agama,Alih Bentuk,Kota Pasuruan,Prov. Jawa Timur,Baik,1,,
STAI Syamsul Ulum Gunung Puyuh,STAI Syamsul Ulum Gunung,Agama,Alih Bentuk,Kota Sukabumi,Prov. Jawa Barat,Tidak Terakreditasi,6,58.17 %,Rp5.000.000 - 5.000.000
"STAI DDI Maros, Sulawesi Selatan",STAI DDI Maros,Agama,Alih Bentuk,Kab. Maros,Prov. Sulawesi Selatan,Baik,4,,Rp1.500.000 - 1.500.000
Institut Agama Islam Banten,IAI Banten,Agama,Aktif,Kota Serang,Prov. Banten,Baik,6,,Rp1.200.000 - 1.200.000
STT Kasih Mentawai,STT Kasih Mentawai,Agama,Aktif,Kab. Kepulauan Mentawai,Prov. Sumatera Barat,Tidak Terakreditasi,1,,
Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,STEIKSGJT,Agama,Aktif,Kab. Gresik,Prov. Jawa Timur,Baik,2,,Rp1.860.000 - 1.860.000
Institut Agama Islam (IAI) Al-Azhaar Lubuklinggau,IAI IAI Al-Azhaar Lubuklinggau,Agama,Alih Bentuk,Kota Lubuk Linggau,Prov. Sumatera Selatan,Tidak Terakreditasi,11,,Rp350.000 - 3.500.000
Sekolah Tinggi Teologi Adhi Wacana Surabaya,STT Adhi Wacana Surabaya,Agama,Aktif,Tidak Diisi,Prov. Jawa Timur,Baik,3,,
Sekolah Tinggi Teologi Pontianak,STT Pontianak,Agama,Aktif,Kota Pontianak,Prov. Kalimantan Barat,Baik,5,,Rp8.500.000 - 8.500.000
Institut Agama Islam Pelalawan Riau,IAI Pelalawan,Agama,Alih Bentuk,Kab. Pelalawan,Prov. Riau,Tidak Terakreditasi,6,,
Institut Agama Islam Negeri Ponorogo,IAIN Ponorogo,Agama,Alih Bentuk,Kab. Ponorogo,Prov. Jawa Timur,Unggul,29,,Rp200.000 - 8.000.000
STIT Al-Amin Indramayu,STIT Al-Amin Indramayu,Agama,Alih Bentuk,Kab. Indramayu,Prov. Jawa Barat,Tidak Terakreditasi,6,,
Institut Agama Islam Syaichona Mohammad Cholil,IAI Syaichona Mohammad Cholil,Agama,Aktif,Kab. Bangkalan,Prov. Jawa Timur,Baik,4,,
STAI Nazhatut Thullab Sampang Madura,STAI Nazhatut Thullab Sampang,Agama,Alih Bentuk,Kab. Sampang,Prov. Jawa Timur,Tidak Terakreditasi,7,,
Sekolah Tinggi Ilmu Perbankan Syariah Al-Ma'soem Bandung,STIPSAMSB,Agama,Alih Bentuk,Kab. Bandung,Prov. Jawa Barat,Tidak Terakreditasi,3,,
Institut Agama Islam STIBA Makassar,IAI STIBA Makassar,Agama,Aktif,Kota Makassar,Prov. Sulawesi Selatan,Baik,6,,
Sekolah Tinggi Agama Islam Aminullah Lampung,STAI Aminullah,Agama,Aktif,Kab. Pesisir Barat,Prov. Lampung,Terakreditasi Pertama,2,,
Sekolah Tinggi Ekonomi Bisnis Islam Liwa,STEBIL,Agama,Aktif,Kab. Lampung Barat,Prov. Lampung,Baik,3,,Rp3.000.000 - 3.000.000
Sekolah Tinggi Ilmu Tarbiyah Daarurrahmah Sepadan Aceh,STITDSA,Agama,Aktif,Kab. Sabussalam,Prov. Aceh,Tidak Terakreditasi,1,,
